,Unnamed: 0,Date,Home,xG_Home,xG_Away,Away,Referee,xGA_Home,xGA_Away,Home_Fatigue,Away_Fatigue,Temp,Humidity,Wind,Referee_Bias,G_Home,G_Away,Result
4941,5103,13-03-2022 14:00,Valencia,0.8,0.9,Villarreal,Alejandro Hernández Hernández,0.7,0.9,Moderate,High,Moderate,Moderate,Low,Away,0,0,Draw
4942,5104,13-03-2022 14:00,Rayo Vallecano,1.2,1.0,Celta Vigo,Guillermo Cuadra Fernández,0.9,0.9,Low,Moderate,Moderate,High,Low,Away,0,1,Away
4943,5105,13-03-2022 16:30,Espanyol,0.3,2.1,Athletic Bilbao,Carlos Del Cerro Grande,0.3,1.7,High,Moderate,Moderate,Moderate,Low,Home,1,1,Draw
4944,5106,14-03-2022 20:00,Valencia,2.0,0.5,Cadiz,Mario Melero López,0.8,1.6,Low,Moderate,Moderate,Moderate,Low,Home,2,1,Home
4945,5107,16-03-2022 19:30,Getafe,0.9,0.5,Celta Vigo,Carlos Del Cerro Grande,2.4,0.4,Low,Low,Moderate,Moderate,Low,Home,0,0,Draw
4946,5108,16-03-2022 20:15,Real Betis,0.7,0.9,Valencia,Carlos Del Cerro Grande,0.4,0.7,Moderate,Moderate,Low,High,Moderate,Home,1,0,Home
4947,5109,17-03-2022 19:45,Valencia,2.7,1.6,Barcelona,Mario Melero López,2.1,1.4,Moderate,Low,Moderate,Moderate,Low,Home,2,4,Away
4948,5110,18-03-2022 20:00,Mallorca,1.3,0.2,Cadiz,Antonio Mateu Lahoz,1.0,0.2,Moderate,Moderate,Moderate,Moderate,Low,Away,2,0,Home
4949,5111,19-03-2022 12:30,Real Sociedad,1.8,0.4,Atletico Madrid,Mario Melero López,1.1,0.9,Low,Low,Low,High,Moderate,Home,0,0,Draw
4950,5112,20-03-2022 14:00,Villarreal,0.6,2.0,Barcelona,Jesús Gil Manzano,0.5,2.0,Moderate,Moderate,Moderate,High,Low,Away,0,3,Away
4951,5113,20-03-2022 16:30,Levante,2.5,0.1,Granada,Guillermo Cuadra Fernández,2.0,0.1,Moderate,Moderate,Moderate,Moderate,Low,Home,1,0,Home
4952,5114,02-04-2022 12:30,Elche,0.9,1.3,Alaves,Antonio Mateu Lahoz,0.7,2.7,Low,Low,Low,High,Moderate,Away,1,2,Away
4953,5115,02-04-2022 15:00,Barcelona,2.6,1.1,Real Betis,Mario Melero López,1.5,1.0,Moderate,Moderate,Low,High,Low,Away,3,0,Home
4954,5116,02-04-2022 15:00,Real Sociedad,1.7,0.4,Osasuna,Juan Martínez Munuera,1.6,0.2,Moderate,Moderate,Moderate,Moderate,Moderate,Home,2,0,Home
4955,5117,02-04-2022 15:00,Espanyol,1.1,1.2,Rayo Vallecano,Alejandro Hernández Hernández,0.4,0.8,Moderate,High,Low,High,Low,Away,1,1,Draw
4956,5118,02-04-2022 15:00,Villarreal,2.0,1.0,Rayo Vallecano,Alejandro Hernández Hernández,1.8,1.0,Low,Moderate,Moderate,High,Low,Home,1,1,Draw
4957,5119,02-04-2022 15:00,Real Betis,3.0,1.1,Real Madrid,Jesús Gil Manzano,1.9,1.0,Low,High,Low,High,Low,Home,2,2,Draw
4958,5120,02-04-2022 17:30,Athletic Bilbao,1.4,1.0,Celta Vigo,José María Sánchez Martínez,1.1,1.0,Low,Low,Moderate,High,Low,Away,3,1,Home
4959,5121,03-04-2022 14:00,Alaves,1.5,0.7,Rayo Vallecano,José María Sánchez Martínez,2.0,0.5,Low,Low,Moderate,High,Low,Home,4,2,Home
4960,5122,03-04-2022 16:30,Real Betis,2.1,0.1,Alaves,Carlos Del Cerro Grande,0.9,0.1,Moderate,Moderate,Moderate,High,Low,Home,0,0,Draw
4961,5123,04-04-2022 20:00,Sevilla,2.1,0.6,Espanyol,Guillermo Cuadra Fernández,1.2,0.5,Low,Low,Low,High,Low,Away,1,0,Home
4962,5124,06-04-2022 19:30,Celta Vigo,3.4,1.3,Mallorca,Carlos Del Cerro Grande,1.6,1.2,Moderate,High,Moderate,Moderate,Moderate,Home,2,1,Home
4963,5125,08-04-2022 20:00,Real Sociedad,2.2,1.6,Osasuna,Alejandro Hernández Hernández,0.8,2.0,Low,Moderate,Moderate,High,Low,Home,2,1,Home
4964,5126,09-04-2022 12:30,Barcelona,1.0,0.9,Celta Vigo,Mario Melero López,0.7,1.2,Moderate,Low,Low,High,High,Away,1,2,Away
4965,5127,09-04-2022 15:00,Elche,1.4,0.4,Mallorca,Jesús Gil Manzano,0.9,0.3,Low,Moderate,Moderate,Moderate,Low,Away,1,1,Draw
4966,5128,09-04-2022 15:00,Real Madrid,2.2,1.6,Atletico Madrid,Juan Martínez Munuera,0.8,2.0,Low,Moderate,Moderate,High,Low,Home,2,1,Home
4967,5129,09-04-2022 15:00,Real Madrid,0.4,2.3,Valencia,Guillermo Cuadra Fernández,0.4,1.1,High,Low,Low,High,Low,Home,1,0,Home
4968,5130,09-04-2022 17:30,Real Sociedad,1.3,0.7,Levante,Juan Martínez Munuera,1.2,0.4,Low,Low,Moderate,Moderate,Moderate,Home,1,1,Draw
4969,5131,10-04-2022 14:00,Osasuna,1.8,1.1,Valencia,José María Sánchez Martínez,0.1,0.8,Low,Low,Moderate,Moderate,Low,Home,3,1,Home
4970,5132,10-04-2022 14:00,Real Madrid,1.4,0.6,Elche,Alejandro Hernández Hernández,1.4,0.5,High,Low,Moderate,Moderate,Moderate,Home,1,0,Home
4971,5133,10-04-2022 14:00,Sevilla,3.6,0.6,Real Sociedad,Guillermo Cuadra Fernández,3.5,0.6,Moderate,High,Low,High,Moderate,Away,3,1,Home
4972,5134,10-04-2022 16:30,Getafe,2.1,1.0,Villarreal,Alejandro Hernández Hernández,1.5,0.7,Low,Low,Low,Moderate,Moderate,Away,0,1,Away
4973,5135,16-04-2022 12:30,Cadiz,0.8,1.7,Athletic Bilbao,Mario Melero López,0.7,0.8,Low,Low,Moderate,Moderate,Moderate,Home,1,0,Home
4974,5136,16-04-2022 15:00,Sevilla,1.4,0.5,Barcelona,Antonio Mateu Lahoz,1.2,0.4,Low,Low,Low,High,Low,Home,4,1,Home
4975,5137,16-04-2022 15:00,Mallorca,0.8,1.7,Granada,Jesús Gil Manzano,0.8,2.0,Low,Low,High,Moderate,Low,Home,0,2,Away
4976,5138,16-04-2022 15:00,Real Betis,1.4,1.2,Real Betis,Carlos Del Cerro Grande,0.7,0.5,Low,Moderate,Moderate,Moderate,Low,Home,3,1,Home
4977,5139,17-04-2022 14:15,Villarreal,1.3,0.7,Real Sociedad,Alejandro Hernández Hernández,1.2,0.4,Moderate,Moderate,Moderate,High,Low,Away,2,0,Home
4978,5140,17-04-2022 14:15,Osasuna,0.8,0.8,Celta Vigo,Guillermo Cuadra Fernández,1.0,2.3,Low,Moderate,Moderate,Moderate,Moderate,Home,2,0,Home
4979,5141,19-04-2022 20:00,Mallorca,1.6,1.3,Espanyol,Antonio Mateu Lahoz,1.6,0.3,Low,Moderate,Moderate,High,High,Away,4,2,Home
4980,5142,20-04-2022 19:45,Getafe,0.3,3.1,Granada,Carlos Del Cerro Grande,0.3,3.0,Low,Low,Moderate,Moderate,Low,Home,0,2,Away
4981,5143,20-04-2022 19:45,Celta Vigo,0.4,1.0,Barcelona,Antonio Mateu Lahoz,2.2,0.1,Low,Moderate,Moderate,Moderate,Low,Home,1,2,Away
4982,5144,20-04-2022 19:45,Villarreal,2.1,1.3,Granada,Jesús Gil Manzano,1.8,0.4,Low,Low,Moderate,Moderate,Moderate,Home,2,1,Home
4983,5145,20-04-2022 20:00,Barcelona,2.2,0.2,Atletico Madrid,Guillermo Cuadra Fernández,1.2,0.6,Low,Low,Low,High,Low,Home,3,0,Home
4984,5146,21-04-2022 19:45,Real Madrid,0.6,0.8,Villarreal,Juan Martínez Munuera,0.1,0.7,Moderate,Low,Low,Moderate,Moderate,Home,1,2,Away
4985,5147,23-04-2022 12:30,Levante,0.4,1.3,Atletico Madrid,Alejandro Hernández Hernández,0.3,0.5,Moderate,High,Low,High,Low,Away,0,1,Away
4986,5148,23-04-2022 15:00,Granada,2.5,0.2,Elche,Carlos Del Cerro Grande,2.6,0.1,Low,Moderate,Low,Moderate,Moderate,Home,5,0,Home
4987,5149,23-04-2022 15:00,Rayo Vallecano,0.6,1.1,Rayo Vallecano,José María Sánchez Martínez,0.8,2.0,Low,Low,Low,High,Moderate,Away,1,1,Draw
4988,5150,23-04-2022 15:00,Granada,1.8,0.9,Athletic Bilbao,Jesús Gil Manzano,1.0,0.8,Moderate,High,Moderate,Moderate,Moderate,Home,1,0,Home
4989,5151,23-04-2022 17:30,Alaves,1.7,0.7,Osasuna,Carlos Del Cerro Grande,2.3,1.1,Moderate,Low,Moderate,Moderate,Moderate,Away,1,0,Home
4990,5152,24-04-2022 14:00,Getafe,0.6,0.2,Barcelona,José María Sánchez Martínez,0.6,0.1,Moderate,Moderate,Moderate,High,Low,Away,0,0,Draw
4991,5153,24-04-2022 14:00,Villarreal,0.1,2.0,Real Betis,José María Sánchez Martínez,0.1,1.5,Moderate,Moderate,Low,High,Low,Away,0,2,Away
4992,5154,24-04-2022 14:00,Barcelona,1.6,0.8,Real Madrid,Juan Martínez Munuera,1.5,0.8,Moderate,Moderate,Moderate,High,Moderate,Home,3,1,Home
4993,5155,24-04-2022 16:30,Valencia,0.9,1.3,Real Betis,Alejandro Hernández Hernández,0.7,1.3,Low,Moderate,Moderate,Moderate,Low,Home,1,0,Home
4994,5156,25-04-2022 20:00,Atletico Madrid,3.1,0.4,Espanyol,José María Sánchez Martínez,2.1,0.1,Low,High,Low,High,Low,Away,3,2,Home
4995,5157,28-04-2022 19:45,Villarreal,2.1,1.6,Osasuna,Alejandro Hernández Hernández,1.4,1.3,Low,Low,Low,Moderate,Moderate,Away,2,5,Away
4996,5158,30-04-2022 12:30,Villarreal,1.7,2.3,Valencia,José María Sánchez Martínez,1.5,1.0,Low,Moderate,Low,Low,High,Home,2,0,Home
4997,5159,30-04-2022 15:00,Villarreal,1.9,1.7,Alaves,Guillermo Cuadra Fernández,0.8,1.3,Moderate,Moderate,Low,Moderate,Moderate,Away,3,1,Home
4998,5160,30-04-2022 15:00,Cadiz,0.2,2.5,Elche,Antonio Mateu Lahoz,0.1,1.1,Moderate,High,Moderate,Moderate,Low,Home,1,2,Away
4999,5161,30-04-2022 15:00,Granada,0.9,1.4,Rayo Vallecano,Juan Martínez Munuera,0.1,0.7,Low,Low,Moderate,High,Low,Home,1,1,Draw
5000,5162,30-04-2022 15:00,Alaves,1.0,1.5,Celta Vigo,Jesús Gil Manzano,0.9,1.4,Moderate,High,Moderate,Moderate,Low,Home,0,3,Away
5001,5163,30-04-2022 17:30,Barcelona,3.9,0.3,Real Madrid,Antonio Mateu Lahoz,1.9,0.2,Moderate,Low,Moderate,Moderate,Moderate,Home,5,2,Home
5002,5164,01-05-2022 14:00,Mallorca,0.9,1.9,Espanyol,Mario Melero López,1.7,0.8,Low,Low,Moderate,High,Low,Away,1,1,Draw
5003,5165,01-05-2022 14:00,Mallorca,0.3,2.4,Mallorca,Antonio Mateu Lahoz,0.3,1.2,Low,Moderate,Moderate,High,Moderate,Home,2,0,Home
5004,5166,01-05-2022 16:30,Valencia,2.1,0.9,Getafe,Antonio Mateu Lahoz,1.9,0.6,Moderate,Low,Moderate,Moderate,Moderate,Home,3,1,Home
5005,5167,02-05-2022 20:00,Espanyol,0.9,2.1,Sevilla,Alejandro Hernández Hernández,1.8,1.4,Low,Moderate,Moderate,High,Moderate,Home,0,1,Away
5006,5168,07-05-2022 15:00,Valencia,1.2,1.0,Barcelona,Jesús Gil Manzano,1.1,0.6,Low,Low,Moderate,Low,Low,Away,0,2,Away
5007,5169,07-05-2022 15:00,Real Sociedad,1.4,1.7,Alaves,Juan Martínez Munuera,0.3,1.6,Low,Low,Moderate,Moderate,Moderate,Away,1,4,Away
5008,5170,07-05-2022 15:00,Atletico Madrid,0.8,0.9,Real Madrid,Juan Martínez Munuera,0.7,0.9,Low,Moderate,Low,High,Low,Away,1,2,Away
5009,5171,07-05-2022 15:00,Real Betis,2.8,0.1,Mallorca,Mario Melero López,2.0,0.3,Low,Low,Low,High,Low,Away,3,0,Home
5010,5172,07-05-2022 17:30,Valencia,2.4,0.7,Levante,Mario Melero López,2.1,0.5,Low,Low,Low,High,Moderate,Away,3,0,Home
5011,5173,07-05-2022 19:45,Elche,1.5,1.5,Atletico Madrid,Jesús Gil Manzano,0.7,1.3,Low,Moderate,Low,High,Moderate,Away,1,0,Home
5012,5174,08-05-2022 14:00,Alaves,1.3,1.3,Mallorca,Mario Melero López,1.1,1.3,Low,Low,Moderate,Moderate,Low,Home,2,2,Draw
5013,5175,08-05-2022 14:00,Athletic Bilbao,4.0,0.4,Elche,Guillermo Cuadra Fernández,0.9,1.2,Low,Low,Moderate,Moderate,Low,Home,5,0,Home
5014,5176,08-05-2022 14:00,Mallorca,2.3,0.2,Osasuna,Mario Melero López,2.2,0.2,Moderate,Low,Low,High,Low,Away,3,0,Home
5015,5177,08-05-2022 16:30,Celta Vigo,1.1,3.3,Valencia,Jesús Gil Manzano,0.2,2.5,Moderate,Moderate,Moderate,High,Moderate,Home,2,1,Home
5016,5178,10-05-2022 20:00,Real Betis,1.4,2.1,Elche,Alejandro Hernández Hernández,1.3,1.8,Moderate,High,Moderate,Moderate,High,Home,2,2,Draw
5017,5179,11-05-2022 19:30,Cadiz,3.1,1.0,Real Sociedad,Jesús Gil Manzano,2.8,0.6,Moderate,Moderate,Low,Moderate,Moderate,Away,2,1,Home
5018,5180,11-05-2022 19:45,Sevilla,0.2,1.7,Sevilla,Mario Melero López,0.2,1.5,Moderate,High,Moderate,High,Low,Home,0,1,Away
5019,5181,11-05-2022 19:45,Osasuna,1.5,0.7,Mallorca,Mario Melero López,0.7,0.7,Moderate,Low,Moderate,Moderate,Moderate,Home,2,0,Home
5020,5182,11-05-2022 20:15,Levante,3.4,2.7,Real Madrid,José María Sánchez Martínez,2.2,1.1,Low,Moderate,Moderate,Moderate,High,Home,2,2,Draw
5021,5183,12-05-2022 19:45,Real Madrid,1.3,1.5,Granada,Jesús Gil Manzano,0.5,1.4,Moderate,Moderate,Moderate,Moderate,Moderate,Home,0,1,Away
5022,5184,15-05-2022 12:00,Espanyol,1.1,1.5,Real Sociedad,Guillermo Cuadra Fernández,0.9,1.2,Moderate,High,Moderate,High,Moderate,Home,1,3,Away
5023,5185,15-05-2022 14:00,Elche,3.4,0.2,Rayo Vallecano,Mario Melero López,2.9,0.1,Low,Moderate,Moderate,Moderate,Low,Home,2,0,Home
5024,5186,15-05-2022 14:00,Barcelona,0.8,0.8,Mallorca,Mario Melero López,1.0,2.3,Low,Moderate,Moderate,Moderate,Moderate,Home,2,0,Home
5025,5187,15-05-2022 14:00,Elche,1.5,0.2,Valencia,Antonio Mateu Lahoz,1.3,0.2,Moderate,Moderate,High,Low,Low,Away,0,0,Draw
5026,5188,15-05-2022 14:00,Mallorca,0.0,1.2,Elche,Juan Martínez Munuera,0.4,1.7,High,High,Moderate,High,Moderate,Home,0,1,Away
5027,5189,15-05-2022 14:00,Real Betis,0.7,1.5,Barcelona,Carlos Del Cerro Grande,0.5,1.5,Moderate,Moderate,Moderate,Moderate,Low,Away,0,1,Away
5028,5190,15-05-2022 16:30,Cadiz,0.5,1.3,Barcelona,Antonio Mateu Lahoz,0.2,1.2,Moderate,Moderate,Moderate,Moderate,Moderate,Away,0,1,Away
5029,5191,16-05-2022 20:00,Mallorca,1.8,0.7,Athletic Bilbao,José María Sánchez Martínez,0.9,0.5,Low,Moderate,Moderate,High,Moderate,Away,1,2,Away
5030,5192,17-05-2022 19:45,Getafe,2.4,1.4,Celta Vigo,Jesús Gil Manzano,2.1,1.1,Low,Moderate,Moderate,High,Low,Home,4,1,Home
5031,5193,19-05-2022 19:45,Atletico Madrid,0.7,1.5,Valencia,Guillermo Cuadra Fernández,0.4,0.7,Low,Moderate,Moderate,Moderate,Moderate,Away,0,1,Away
5032,5194,19-05-2022 20:00,Cadiz,1.3,0.6,Atletico Madrid,Carlos Del Cerro Grande,1.2,0.6,Low,Moderate,Moderate,High,Low,Away,1,2,Away
5033,5195,19-05-2022 20:00,Getafe,2.4,1.1,Espanyol,Mario Melero López,1.9,0.3,Low,Low,Low,Moderate,Moderate,Away,2,1,Home
5034,5196,22-05-2022 16:00,Alaves,1.2,1.4,Villarreal,Carlos Del Cerro Grande,1.1,0.5,Low,Low,Moderate,High,Low,Home,2,1,Home
5035,5197,22-05-2022 16:00,Rayo Vallecano,2.3,0.4,Barcelona,Juan Martínez Munuera,2.1,0.3,Moderate,High,Moderate,Moderate,Moderate,Home,3,0,Home
5036,5198,22-05-2022 16:00,Barcelona,5.2,1.9,Real Betis,José María Sánchez Martínez,3.2,1.9,Moderate,High,Moderate,Moderate,Low,Home,4,1,Home
5037,5199,22-05-2022 16:00,Alaves,1.6,3.5,Rayo Vallecano,Antonio Mateu Lahoz,0.8,2.9,Moderate,Moderate,Low,High,Low,Away,1,4,Away
5038,5200,22-05-2022 16:00,Mallorca,0.9,0.9,Osasuna,Jesús Gil Manzano,0.1,1.9,Moderate,High,Low,High,Low,Away,0,1,Away
5039,5201,22-05-2022 16:00,Espanyol,1.6,2.2,Osasuna,José María Sánchez Martínez,1.2,1.8,Moderate,Low,Moderate,High,Low,Away,1,1,Draw
5040,5202,22-05-2022 16:00,Atletico Madrid,2.0,2.4,Valencia,Carlos Del Cerro Grande,1.8,0.7,Moderate,Moderate,Low,High,Moderate,Away,3,2,Home
5041,5203,22-05-2022 16:00,Real Madrid,1.7,1.1,Getafe,Jesús Gil Manzano,1.6,1.1,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
5042,5204,22-05-2022 16:00,Levante,2.2,0.3,Cadiz,José María Sánchez Martínez,2.1,0.3,Low,Low,Moderate,High,Moderate,Home,0,1,Away
5043,5205,22-05-2022 16:00,Espanyol,0.5,1.2,Real Betis,Guillermo Cuadra Fernández,0.4,0.5,Low,Low,Low,High,Low,Home,1,1,Draw
5044,5206,05-08-2022 20:00,Getafe,0.7,0.3,Celta Vigo,Guillermo Cuadra Fernández,0.7,0.2,High,Moderate,Moderate,Moderate,Moderate,Away,1,0,Home
5045,5207,06-08-2022 12:30,Cadiz,1.8,2.5,Espanyol,Antonio Mateu Lahoz,0.3,0.8,Moderate,Moderate,Low,High,Low,Away,1,2,Away
5046,5208,06-08-2022 15:00,Athletic Bilbao,0.5,1.7,Osasuna,Alejandro Hernández Hernández,0.3,0.9,Low,Low,Moderate,Moderate,Moderate,Away,1,3,Away
5047,5209,06-08-2022 15:00,Getafe,0.5,3.3,Elche,Jesús Gil Manzano,0.4,2.8,Low,Moderate,Moderate,High,Low,Away,0,5,Away
5048,5210,06-08-2022 15:00,Granada,2.5,1.4,Villarreal,Jesús Gil Manzano,0.8,0.7,Low,High,Low,Moderate,Moderate,Home,2,1,Home
5049,5211,06-08-2022 15:00,Cadiz,0.7,0.9,Osasuna,Carlos Del Cerro Grande,0.4,0.7,Moderate,Moderate,Low,High,Moderate,Home,1,0,Home
5050,5212,06-08-2022 17:30,Valencia,1.8,0.5,Levante,José María Sánchez Martínez,1.8,0.4,Low,Moderate,Low,High,Low,Home,0,0,Draw
5051,5213,07-08-2022 14:00,Mallorca,1.1,1.4,Celta Vigo,José María Sánchez Martínez,0.9,0.4,Moderate,Low,Low,High,Moderate,Home,0,1,Away
5052,5214,07-08-2022 14:00,Espanyol,0.7,0.6,Granada,Juan Martínez Munuera,0.6,0.5,Moderate,Moderate,Moderate,High,Low,Home,4,0,Home
5053,5215,07-08-2022 16:30,Atletico Madrid,1.6,1.8,Real Madrid,Antonio Mateu Lahoz,0.7,1.2,Moderate,High,Moderate,High,Moderate,Away,1,3,Away
5054,5216,13-08-2022 12:30,Real Madrid,2.2,1.0,Real Sociedad,Carlos Del Cerro Grande,1.9,1.0,Moderate,Moderate,Low,High,Moderate,Away,2,1,Home
5055,5217,13-08-2022 15:00,Sevilla,2.4,0.6,Valencia,Antonio Mateu Lahoz,1.4,0.4,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
5056,5218,13-08-2022 15:00,Cadiz,1.5,1.9,Real Madrid,Alejandro Hernández Hernández,1.4,1.8,Moderate,Moderate,Moderate,Moderate,Moderate,Home,2,3,Away
5057,5219,13-08-2022 15:00,Rayo Vallecano,0.5,1.9,Celta Vigo,Mario Melero López,0.2,1.9,Moderate,Moderate,Low,High,Moderate,Home,0,2,Away
5058,5220,13-08-2022 15:00,Athletic Bilbao,1.1,0.9,Real Betis,Guillermo Cuadra Fernández,0.3,0.9,Low,Low,Low,High,Low,Home,0,1,Away
5059,5221,13-08-2022 15:00,Real Betis,0.8,0.8,Celta Vigo,Alejandro Hernández Hernández,0.7,0.7,Moderate,High,Moderate,High,Low,Home,1,0,Home
5060,5222,13-08-2022 17:30,Cadiz,0.5,1.7,Atletico Madrid,Mario Melero López,0.3,0.9,Low,Low,Moderate,Moderate,Moderate,Away,1,3,Away
5061,5223,14-08-2022 14:00,Real Sociedad,0.9,1.1,Getafe,Mario Melero López,0.5,0.8,Low,Low,Low,Moderate,Moderate,Home,1,0,Home
5062,5224,14-08-2022 16:30,Cadiz,2.0,1.6,Celta Vigo,José María Sánchez Martínez,1.8,0.8,Low,Low,Moderate,Moderate,Moderate,Away,1,2,Away
5063,5225,15-08-2022 20:00,Villarreal,0.7,0.7,Granada,Mario Melero López,0.6,0.5,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
5064,5226,20-08-2022 12:30,Barcelona,0.8,3.0,Real Sociedad,José María Sánchez Martínez,0.7,1.2,Low,Moderate,Moderate,Moderate,Low,Away,0,4,Away
5065,5227,20-08-2022 15:00,Osasuna,0.6,1.2,Villarreal,José María Sánchez Martínez,0.6,0.9,Moderate,Moderate,Low,High,Low,Home,1,0,Home
5066,5228,20-08-2022 15:00,Granada,1.6,1.4,Real Madrid,Antonio Mateu Lahoz,1.5,1.4,Low,Moderate,Moderate,High,Moderate,Away,0,1,Away
5067,5229,20-08-2022 15:00,Espanyol,0.9,2.0,Elche,Alejandro Hernández Hernández,0.2,0.8,Low,Moderate,Low,High,Low,Away,2,6,Away
5068,5230,20-08-2022 15:00,Valencia,2.3,0.9,Levante,Carlos Del Cerro Grande,1.5,0.9,Low,Moderate,Low,Moderate,Moderate,Home,4,2,Home
5069,5231,20-08-2022 17:30,Rayo Vallecano,1.8,0.8,Alaves,Juan Martínez Munuera,0.4,0.6,Low,Moderate,Moderate,High,Moderate,Home,0,1,Away
5070,5232,21-08-2022 14:00,Alaves,0.4,1.7,Real Sociedad,Alejandro Hernández Hernández,0.4,1.5,Low,Moderate,Moderate,High,Low,Away,2,3,Away
5071,5233,21-08-2022 14:00,Real Madrid,1.9,0.9,Getafe,Guillermo Cuadra Fernández,0.8,0.6,High,Moderate,Moderate,High,Moderate,Home,3,0,Home
5072,5234,21-08-2022 16:30,Real Sociedad,2.1,0.7,Barcelona,Jesús Gil Manzano,2.0,0.5,Low,Moderate,Low,High,Low,Away,4,0,Home
5073,5235,22-08-2022 20:00,Rayo Vallecano,1.4,1.2,Rayo Vallecano,Carlos Del Cerro Grande,0.1,1.6,Low,Moderate,Moderate,High,Moderate,Away,1,3,Away
5074,5236,27-08-2022 12:30,Sevilla,2.1,0.8,Levante,Jesús Gil Manzano,2.0,0.7,Moderate,High,Low,High,Moderate,Home,1,1,Draw
5075,5237,27-08-2022 15:00,Celta Vigo,0.9,1.6,Real Betis,Jesús Gil Manzano,0.5,1.4,Moderate,High,Low,High,Moderate,Away,0,0,Draw
5076,5238,27-08-2022 15:00,Cadiz,0.6,0.9,Real Madrid,Jesús Gil Manzano,0.6,1.1,High,High,Moderate,High,High,Away,2,0,Home
5077,5239,27-08-2022 15:00,Real Madrid,1.2,1.4,Osasuna,Mario Melero López,1.3,0.7,Moderate,Moderate,Moderate,High,Low,Home,1,0,Home
5078,5240,27-08-2022 15:00,Getafe,2.6,1.5,Getafe,Guillermo Cuadra Fernández,2.2,0.5,Moderate,Moderate,Low,High,Low,Away,3,2,Home
5079,5241,27-08-2022 15:00,Alaves,0.5,2.1,Real Sociedad,Guillermo Cuadra Fernández,0.4,2.0,Moderate,High,Low,High,Low,Home,1,1,Draw
5080,5242,27-08-2022 17:30,Real Madrid,0.8,1.1,Cadiz,Carlos Del Cerro Grande,0.6,0.6,Moderate,High,Moderate,Moderate,Low,Home,3,2,Home
5081,5243,28-08-2022 14:00,Rayo Vallecano,2.8,0.4,Osasuna,Mario Melero López,1.6,0.3,Low,Low,Low,Moderate,Low,Away,0,0,Draw
5082,5244,28-08-2022 14:00,Real Madrid,0.5,2.3,Elche,Antonio Mateu Lahoz,0.5,1.2,Moderate,Moderate,Moderate,Moderate,Low,Away,1,5,Away
5083,5245,28-08-2022 16:30,Granada,1.2,0.9,Barcelona,Jesús Gil Manzano,0.6,0.8,Moderate,Moderate,Moderate,High,Low,Away,1,0,Home
5084,5246,30-08-2022 19:30,Valencia,1.1,0.8,Valencia,Antonio Mateu Lahoz,1.5,0.5,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
5085,5247,30-08-2022 19:30,Real Madrid,2.2,2.0,Athletic Bilbao,Juan Martínez Munuera,1.0,0.3,Moderate,Moderate,Moderate,High,Low,Home,6,1,Home
5086,5248,30-08-2022 19:45,Atletico Madrid,3.0,0.3,Mallorca,Juan Martínez Munuera,2.1,0.3,Low,Low,Moderate,Moderate,Low,Away,3,1,Home
5087,5249,30-08-2022 20:00,Elche,1.9,1.3,Barcelona,Juan Martínez Munuera,1.8,1.1,Low,Low,Low,High,Low,Home,2,0,Home
5088,5250,31-08-2022 19:30,Espanyol,1.0,2.5,Athletic Bilbao,Mario Melero López,0.8,1.5,High,Moderate,Low,High,Low,Home,1,2,Away
5089,5251,31-08-2022 19:30,Levante,1.0,1.2,Celta Vigo,José María Sánchez Martínez,1.0,1.1,Low,Moderate,Moderate,Moderate,Low,Home,3,2,Home
5090,5252,31-08-2022 19:30,Mallorca,1.5,1.6,Mallorca,Mario Melero López,1.5,0.7,Low,Low,Moderate,Moderate,Low,Home,0,2,Away
5091,5253,31-08-2022 19:45,Cadiz,0.5,1.8,Rayo Vallecano,Guillermo Cuadra Fernández,0.5,0.9,Low,High,Moderate,High,Low,Away,0,3,Away
5092,5254,31-08-2022 20:00,Alaves,0.5,0.4,Mallorca,Alejandro Hernández Hernández,0.4,0.3,Low,Moderate,Moderate,Moderate,Low,Home,0,0,Draw
5093,5255,01-09-2022 20:00,Elche,1.5,0.8,Celta Vigo,Juan Martínez Munuera,0.6,0.7,Low,Low,Moderate,High,Moderate,Home,3,0,Home
5094,5256,03-09-2022 12:30,Cadiz,1.8,0.4,Atletico Madrid,Guillermo Cuadra Fernández,1.0,0.4,Moderate,Low,Moderate,High,Low,Away,3,1,Home
5095,5257,03-09-2022 15:00,Mallorca,1.2,1.3,Valencia,Guillermo Cuadra Fernández,1.5,0.9,Low,Low,Moderate,Moderate,Moderate,Away,1,2,Away
5096,5258,03-09-2022 15:00,Rayo Vallecano,1.3,1.3,Real Betis,Mario Melero López,1.1,1.3,Moderate,Moderate,Low,High,Low,Home,1,1,Draw
5097,5259,03-09-2022 15:00,Real Sociedad,0.6,0.7,Sevilla,Jesús Gil Manzano,0.3,0.4,Low,Low,Moderate,Low,Low,Home,2,0,Home
5098,5260,03-09-2022 15:00,Real Betis,0.8,1.9,Atletico Madrid,Alejandro Hernández Hernández,0.6,0.5,Low,Low,Low,Moderate,Moderate,Away,2,2,Draw
5099,5261,03-09-2022 15:00,Mallorca,2.2,0.2,Real Betis,Juan Martínez Munuera,0.8,0.2,Low,Moderate,Low,High,Moderate,Home,1,0,Home
